ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,TARGET
5002440,F,Y,N,0,166400.0,Working,Secondary / secondary special,Married,House / apartment,-11295,-2059,1,0,0,0,Realty agents,1,0
5002441,M,Y,N,0,320100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13620,365243,1,0,1,0,HR staff,1,0
5002442,M,N,Y,0,147300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15300,365243,1,0,0,0,Low-skill Laborers,1,1
5002443,F,N,Y,0,167600.0,Working,Secondary / secondary special,Widow,House / apartment,-13605,-2395,1,0,1,0,Medicine staff,1,1
5002444,F,N,Y,2,130900.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19024,365243,1,0,0,0,Laborers,4,0
5002445,F,N,Y,0,180400.0,State servant,Secondary / secondary special,Widow,Municipal apartment,-22851,-2286,1,0,0,0,Cleaning staff,2,0
5002446,M,Y,Y,0,158900.0,Pensioner,Incomplete higher,Married,House / apartment,-18539,365243,1,0,0,0,Private service staff,2,0
5002447,M,Y,Y,1,140500.0,Working,Lower secondary,Married,House / apartment,-8956,-5827,1,0,1,0,Accountants,3,0
5002448,F,N,Y,2,235300.0,Commercial associate,Higher education,Widow,House / apartment,-22182,-2866,1,0,1,0,Laborers,3,0
5002449,F,Y,Y,1,196900.0,Commercial associate,Secondary / secondary special,Married,With parents,-12211,-2379,1,0,0,1,Private service staff,3,0
5002450,F,Y,Y,0,269700.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-15687,365243,1,0,1,0,Medicine staff,1,1
5002451,F,Y,N,2,150100.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15194,-4756,1,0,0,0,Private service staff,3,0
5002452,F,N,Y,1,178500.0,State servant,Higher education,Married,With parents,-9976,-1883,1,0,0,0,Low-skill Laborers,3,0
5002453,F,Y,N,0,123500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24393,365243,1,0,0,0,Secretaries,1,0
5002454,F,Y,N,0,194100.0,Working,Secondary / secondary special,Separated,House / apartment,-13087,0,1,0,0,0,Core staff,2,0
5002455,F,N,Y,0,319700.0,Student,Secondary / secondary special,Single / not married,Office apartment,-9865,-3947,1,0,0,0,Managers,2,0
5002456,F,N,Y,0,296900.0,Commercial associate,Higher education,Married,House / apartment,-19103,-3246,1,0,0,0,Security staff,2,0
5002457,M,N,N,0,218100.0,State servant,Secondary / secondary special,Married,House / apartment,-12946,-2434,1,0,0,0,Core staff,2,0
5002458,M,N,Y,0,458200.0,Working,Higher education,Single / not married,House / apartment,-13522,-137,1,0,0,0,Security staff,2,1
5002459,F,Y,Y,3,125900.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19694,365243,1,0,0,0,Accountants,5,0
5002460,F,N,N,2,336000.0,State servant,Secondary / secondary special,Married,House / apartment,-12091,-4046,1,0,1,0,Secretaries,3,1
5002461,F,Y,N,0,153500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20264,365243,1,0,1,1,Low-skill Laborers,2,1
5002462,M,N,Y,0,223800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10945,365243,1,0,0,0,HR staff,2,1
5002463,F,Y,Y,1,281300.0,Working,Secondary / secondary special,Single / not married,With parents,-22616,-4403,1,0,0,0,Cooking staff,3,1
5002464,M,N,N,0,171900.0,Working,Higher education,Widow,House / apartment,-9471,-2099,1,0,0,0,Realty agents,2,0
5002465,F,N,Y,2,183800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12434,365243,1,1,1,0,Realty agents,4,1
5002466,F,Y,N,3,336200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22053,-2168,1,0,0,0,Cleaning staff,5,1
5002467,F,Y,Y,0,233300.0,Commercial associate,Higher education,Married,House / apartment,-18881,-1336,1,1,1,0,Managers,2,0
5002468,F,N,Y,0,131000.0,Working,Secondary / secondary special,Separated,House / apartment,-8369,-1775,1,0,0,0,Waiters/barmen staff,2,1
5002469,M,Y,Y,2,199000.0,Working,Higher education,Married,House / apartment,-15367,-3410,1,0,0,0,IT staff,3,1
5002470,F,N,N,0,175800.0,Commercial associate,Higher education,Married,House / apartment,-14821,-6712,1,0,0,0,IT staff,1,0
5002471,F,Y,Y,0,119800.0,Commercial associate,Secondary / secondary special,Married,With parents,-24520,-1000,1,0,0,0,Laborers,2,0
5002472,F,N,N,1,131600.0,Commercial associate,Higher education,Married,House / apartment,-22632,-1690,1,0,0,0,IT staff,2,1
5002473,F,N,N,0,253600.0,Working,Secondary / secondary special,Separated,House / apartment,-21180,-3640,1,0,0,0,Sales staff,2,0
5002474,M,N,N,0,159900.0,Working,Incomplete higher,Single / not married,With parents,-21420,-3671,1,0,0,0,Accountants,2,1
5002475,M,N,N,1,473700.0,Working,Secondary / secondary special,Single / not married,With parents,-12562,-3712,1,0,0,0,Realty agents,3,1
5002476,M,N,Y,0,260000.0,Working,Secondary / secondary special,Married,House / apartment,-10541,-4957,1,0,0,0,High skill tech staff,2,1
5002477,M,N,Y,0,321700.0,Working,Secondary / secondary special,Widow,House / apartment,-18475,0,1,1,0,0,Realty agents,2,1
5002478,M,N,Y,0,111100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13912,-2799,1,1,1,0,HR staff,2,1
5002479,F,N,Y,0,259900.0,Working,Higher education,Married,House / apartment,-24014,-1102,1,0,1,0,Realty agents,1,1
5002480,F,N,Y,2,238000.0,State servant,Higher education,Civil marriage,House / apartment,-11845,-285,1,0,1,0,Low-skill Laborers,3,0
5002481,M,Y,N,3,275400.0,Commercial associate,Incomplete higher,Single / not married,Rented apartment,-23879,-3580,1,0,0,0,High skill tech staff,5,1
5002482,M,Y,N,3,88900.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-9760,365243,1,0,0,0,High skill tech staff,5,1
5002483,M,N,Y,0,420500.0,Working,Secondary / secondary special,Married,House / apartment,-22740,-1343,1,0,0,1,Drivers,1,1
5002484,F,N,Y,3,218700.0,Working,Secondary / secondary special,Married,House / apartment,-10429,-2664,1,0,1,0,Sales staff,5,0
5002485,M,Y,N,0,218200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10932,-244,1,1,0,1,Low-skill Laborers,2,0
5002486,F,N,N,0,232400.0,Working,Secondary / secondary special,Married,House / apartment,-20162,-5792,1,1,1,0,High skill tech staff,2,1
5002487,F,Y,N,0,168400.0,State servant,Lower secondary,Married,House / apartment,-15694,-3320,1,0,0,0,IT staff,2,0
5002488,M,N,Y,2,393800.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-11433,-1646,1,0,0,0,Cleaning staff,3,0
5002489,F,N,Y,0,102900.0,State servant,Secondary / secondary special,Married,With parents,-13012,-1894,1,0,0,0,Laborers,2,0
5002490,F,N,N,1,191100.0,Pensioner,Secondary / secondary special,Married,With parents,-15647,365243,1,0,0,0,Waiters/barmen staff,3,0
5002491,M,N,Y,1,193700.0,Working,Secondary / secondary special,Married,House / apartment,-7676,-399,1,0,1,0,Managers,2,0
5002492,M,N,N,0,168600.0,Commercial associate,Higher education,Married,House / apartment,-23599,0,1,0,1,0,IT staff,1,0
5002493,F,Y,Y,2,209200.0,Working,Secondary / secondary special,Married,Co-op apartment,-18459,-2734,1,0,0,0,Low-skill Laborers,4,0
5002494,F,N,Y,0,69500.0,Working,Higher education,Separated,House / apartment,-8379,-3641,1,1,1,0,Laborers,1,0
5002495,F,Y,Y,0,190800.0,Working,Incomplete higher,Single / not married,House / apartment,-21324,-2373,1,0,0,0,Laborers,2,1
5002496,F,N,N,0,157600.0,Working,Academic degree,Married,House / apartment,-20699,-283,1,0,0,1,Cleaning staff,1,1
5002497,M,N,Y,1,223100.0,Working,Higher education,Single / not married,House / apartment,-15457,-6522,1,0,1,0,IT staff,2,1
5002498,F,Y,N,0,239400.0,Working,Secondary / secondary special,Married,House / apartment,-20012,-487,1,0,1,1,Waiters/barmen staff,2,1
5002499,F,Y,N,2,500400.0,Working,Secondary / secondary special,Married,House / apartment,-23732,-1520,1,0,0,0,Security staff,4,1
5002500,M,N,N,0,156600.0,Commercial associate,Higher education,Married,House / apartment,-24096,-2640,1,0,0,0,Cleaning staff,2,1
5002501,F,N,N,1,259700.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-16996,365243,1,0,0,0,Core staff,2,1
5002502,F,Y,N,0,257200.0,Working,Higher education,Civil marriage,House / apartment,-12978,-3731,1,1,0,0,Cleaning staff,2,1
5002503,F,N,N,0,312000.0,Working,Secondary / secondary special,Married,With parents,-21821,-4316,1,0,1,0,Accountants,2,1
5002504,M,Y,Y,0,294300.0,Commercial associate,Higher education,Single / not married,House / apartment,-21233,-1551,1,1,0,0,Private service staff,2,0
5002505,M,N,N,0,113100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-7996,365243,1,1,0,1,Private service staff,2,0
5002506,F,N,N,0,205300.0,Working,Secondary / secondary special,Married,House / apartment,-10714,-2288,1,0,0,0,Managers,2,1
5002507,F,Y,N,0,152200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15948,365243,1,0,0,0,Cooking staff,2,0
5002508,F,N,Y,0,161100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-7850,-3173,1,0,0,0,Private service staff,1,1
5002509,F,Y,Y,0,132300.0,Working,Secondary / secondary special,Married,With parents,-12473,-3318,1,0,0,0,High skill tech staff,2,0
5002510,F,N,N,0,204600.0,Commercial associate,Secondary / secondary special,Married,Co-op apartment,-14424,-1072,1,0,1,0,Accountants,2,1
5002511,M,Y,N,2,263800.0,Working,Secondary / secondary special,Married,House / apartment,-14988,-4299,1,1,0,0,Realty agents,4,0
5002512,M,N,Y,0,372600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14808,-2334,1,1,1,0,HR staff,1,1
5002513,M,Y,N,0,231200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-22175,-3054,1,0,0,0,Laborers,2,0
5002514,M,N,Y,0,162400.0,Working,Secondary / secondary special,Married,House / apartment,-17153,-4069,1,1,0,0,Medicine staff,2,0
5002515,F,Y,Y,1,241400.0,Working,Incomplete higher,Married,House / apartment,-11711,-2995,1,0,0,0,Waiters/barmen staff,3,1
5002516,M,N,N,0,272500.0,Pensioner,Higher education,Married,House / apartment,-23758,365243,1,0,0,0,Medicine staff,2,1
5002517,M,Y,N,0,351200.0,Working,Secondary / secondary special,Married,Co-op apartment,-22033,-1369,1,0,1,0,HR staff,2,1
5002518,F,Y,Y,3,153100.0,Working,Higher education,Married,Rented apartment,-14504,-1214,1,0,0,0,Core staff,5,0
5002519,M,N,N,4,131300.0,Working,Higher education,Married,House / apartment,-22741,-1841,1,0,1,1,Private service staff,5,1
5002520,M,N,N,0,247900.0,Working,Secondary / secondary special,Married,House / apartment,-15682,-3873,1,0,1,0,Cleaning staff,1,0
5002521,F,N,N,1,222200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12754,0,1,0,0,0,Drivers,3,0
5002522,M,N,N,2,198500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18533,365243,1,0,0,0,Low-skill Laborers,4,1
5002523,F,N,Y,3,217300.0,Working,Secondary / secondary special,Married,With parents,-16255,0,1,0,0,0,Cooking staff,5,1
5002524,F,N,Y,0,154500.0,Working,Secondary / secondary special,Widow,House / apartment,-19753,-2909,1,1,0,1,Medicine staff,1,1
5002525,M,N,Y,2,108200.0,State servant,Higher education,Married,House / apartment,-15997,0,1,1,0,0,Waiters/barmen staff,4,0
5002526,F,N,Y,0,291100.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-14244,365243,1,0,0,0,Laborers,1,0
5002527,F,N,Y,1,284600.0,State servant,Secondary / secondary special,Separated,House / apartment,-10077,-749,1,0,0,0,Low-skill Laborers,2,1
5002528,F,N,Y,0,136000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17889,365243,1,0,0,0,IT staff,1,0
5002529,F,Y,Y,1,213200.0,Pensioner,Higher education,Married,House / apartment,-23995,365243,1,1,0,0,HR staff,3,1
5002530,F,N,Y,2,279100.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-14616,-1099,1,0,0,0,Cleaning staff,3,0
5002531,F,N,Y,0,266100.0,Working,Higher education,Single / not married,House / apartment,-19533,-1905,1,0,0,0,Private service staff,1,1
5002532,F,Y,Y,0,170200.0,State servant,Higher education,Single / not married,House / apartment,-20258,-4658,1,0,0,0,Low-skill Laborers,2,1
5002533,M,Y,Y,1,238600.0,Working,Secondary / secondary special,Married,Municipal apartment,-19538,-1380,1,0,0,0,Managers,2,1
5002534,F,Y,Y,0,147200.0,State servant,Higher education,Single / not married,House / apartment,-8899,-3170,1,0,0,1,Security staff,2,1
5002535,F,N,N,1,301800.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20865,365243,1,1,0,0,Core staff,3,0
5002536,F,N,N,2,207300.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-7990,-2714,1,0,0,0,Medicine staff,3,0
5002537,M,Y,N,1,242200.0,Working,Incomplete higher,Separated,With parents,-10360,-3382,1,0,0,0,Low-skill Laborers,3,0
5002538,M,N,N,1,257400.0,Working,Secondary / secondary special,Married,House / apartment,-21623,-4576,1,0,1,0,Managers,3,1
5002539,F,N,N,0,208400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20769,-7439,1,0,1,0,High skill tech staff,2,1
5002540,F,N,N,0,257400.0,Working,Secondary / secondary special,Married,House / apartment,-12330,-4712,1,0,0,1,Realty agents,2,0
5002541,F,Y,Y,2,305600.0,State servant,Secondary / secondary special,Married,House / apartment,-11342,-6455,1,1,0,0,Accountants,4,1
5002542,M,Y,Y,0,154000.0,Working,Incomplete higher,Civil marriage,House / apartment,-21277,-246,1,0,0,0,Low-skill Laborers,1,0
5002543,M,Y,N,1,331700.0,State servant,Secondary / secondary special,Married,House / apartment,-22719,-4480,1,0,1,0,Sales staff,2,0
5002544,F,N,N,0,186800.0,Commercial associate,Higher education,Married,House / apartment,-8272,-3190,1,0,1,0,Cooking staff,1,0
5002545,M,Y,N,1,262500.0,Working,Secondary / secondary special,Separated,Office apartment,-13986,-4593,1,0,0,1,HR staff,3,1
5002546,F,Y,Y,0,206200.0,Working,Higher education,Married,House / apartment,-17135,-4459,1,1,0,0,HR staff,1,1
5002547,M,N,N,2,246900.0,Working,Higher education,Married,House / apartment,-22888,-2824,1,0,0,0,Core staff,3,1
5002548,M,N,Y,0,322300.0,Working,Higher education,Married,House / apartment,-8861,-1480,1,0,0,0,Core staff,1,1
5002549,M,Y,N,0,223000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18954,-354,1,0,1,0,Cleaning staff,2,0
5002550,F,Y,Y,0,256000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8412,-2567,1,1,1,0,Accountants,2,0
5002551,F,Y,Y,0,357200.0,Working,Secondary / secondary special,Married,House / apartment,-14675,-41,1,0,1,0,Laborers,2,1
5002552,F,Y,Y,4,189000.0,Student,Secondary / secondary special,Civil marriage,House / apartment,-24402,-2540,1,0,1,0,Cleaning staff,6,0
5002553,F,N,Y,0,164000.0,Working,Secondary / secondary special,Married,House / apartment,-15556,-4356,1,0,1,0,High skill tech staff,2,0
5002554,M,Y,Y,0,313700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9790,-1489,1,0,0,0,Private service staff,2,0
5002555,F,Y,N,0,210500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17969,0,1,0,0,0,Low-skill Laborers,2,0
5002556,M,N,Y,0,199800.0,Working,Higher education,Married,House / apartment,-20061,-4430,1,0,1,0,Private service staff,2,0
5002557,M,N,Y,0,333400.0,Working,Higher education,Married,House / apartment,-8239,-120,1,0,1,0,Core staff,2,1
5002558,F,Y,Y,1,171200.0,Working,Secondary / secondary special,Married,Municipal apartment,-17727,-1449,1,0,0,0,Realty agents,2,0
5002559,M,N,Y,4,263700.0,Working,Higher education,Single / not married,Municipal apartment,-10406,-1293,1,0,0,0,Cleaning staff,6,0
5002560,F,Y,Y,0,380700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11169,365243,1,1,1,1,Medicine staff,2,1
5002561,F,N,Y,2,149200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21340,-2307,1,0,1,0,Realty agents,4,0
5002562,F,N,N,3,384900.0,Working,Secondary / secondary special,Separated,Municipal apartment,-19396,-2857,1,1,1,0,Secretaries,5,1
5002563,F,N,Y,3,194400.0,Working,Secondary / secondary special,Married,House / apartment,-16470,-1949,1,0,0,1,Managers,5,0
5002564,F,N,N,1,199400.0,State servant,Secondary / secondary special,Married,House / apartment,-19091,-755,1,0,0,0,Private service staff,3,0
5002565,M,Y,Y,2,129100.0,State servant,Secondary / secondary special,Separated,House / apartment,-17302,-3160,1,0,0,0,Realty agents,4,0
5002566,M,Y,N,0,245400.0,Working,Secondary / secondary special,Married,House / apartment,-14305,0,1,0,0,0,Sales staff,2,1
5002567,M,N,N,1,154700.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15669,-5586,1,0,0,0,Core staff,3,1
5002568,F,Y,Y,1,267800.0,Working,Secondary / secondary special,Married,House / apartment,-20746,-2770,1,0,0,0,Realty agents,3,0
5002569,F,N,N,0,216200.0,Working,Secondary / secondary special,Married,House / apartment,-24759,-3453,1,0,1,1,Security staff,2,0
5002570,M,N,Y,0,243800.0,Commercial associate,Incomplete higher,Married,House / apartment,-20943,-7331,1,0,0,0,Cleaning staff,2,1
5002571,F,Y,Y,0,282000.0,Working,Secondary / secondary special,Married,House / apartment,-16983,-2388,1,0,1,0,Laborers,1,1
5002572,F,N,N,0,421500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13997,-1520,1,0,0,0,Security staff,2,1
5002573,F,N,N,0,224000.0,Commercial associate,Higher education,Married,With parents,-23090,-2636,1,0,0,0,Medicine staff,1,0
5002574,F,N,Y,2,269000.0,Working,Secondary / secondary special,Married,With parents,-17581,-4051,1,1,1,0,Accountants,3,0
5002575,F,N,N,1,254700.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-14555,-2111,1,0,0,0,Managers,2,1
5002576,F,N,Y,1,242600.0,State servant,Secondary / secondary special,Single / not married,Municipal apartment,-20798,-820,1,0,0,0,Waiters/barmen staff,3,0
5002577,F,Y,Y,1,136700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13491,-1660,1,0,0,0,Laborers,3,0
5002578,M,N,Y,0,167200.0,Working,Secondary / secondary special,Separated,House / apartment,-21428,-2159,1,1,1,0,Security staff,2,0
5002579,F,N,N,0,140100.0,Working,Secondary / secondary special,Widow,House / apartment,-11014,-2040,1,0,0,0,Realty agents,1,0
5002580,M,Y,N,0,366100.0,Working,Secondary / secondary special,Married,House / apartment,-14208,-884,1,0,0,0,Managers,1,0
5002581,F,N,Y,2,368900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8481,365243,1,0,0,0,Low-skill Laborers,4,1
